,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,COMPOUND_ABBREVIATION,COMPOUND_NO,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL
3017667021,124,8,3,omeprazole,OPZ,00012,Repeat,Gavage,29 day,100,mg/kg,Low
3017667022,124,8,4,omeprazole,OPZ,00012,Repeat,Gavage,29 day,100,mg/kg,Low
3017698029,124,9,1,omeprazole,OPZ,00012,Repeat,Gavage,4 day,300,mg/kg,Middle
3017698030,124,9,3,omeprazole,OPZ,00012,Repeat,Gavage,4 day,300,mg/kg,Middle
3017699001,124,9,5,omeprazole,OPZ,00012,Repeat,Gavage,4 day,300,mg/kg,Middle
3017699011,124,10,1,omeprazole,OPZ,00012,Repeat,Gavage,8 day,300,mg/kg,Middle
3017699012,124,10,3,omeprazole,OPZ,00012,Repeat,Gavage,8 day,300,mg/kg,Middle
3017699013,124,10,5,omeprazole,OPZ,00012,Repeat,Gavage,8 day,300,mg/kg,Middle
3017667012,124,11,3,omeprazole,OPZ,00012,Repeat,Gavage,15 day,300,mg/kg,Middle
3017667013,124,11,4,omeprazole,OPZ,00012,Repeat,Gavage,15 day,300,mg/kg,Middle
3017667014,124,11,5,omeprazole,OPZ,00012,Repeat,Gavage,15 day,300,mg/kg,Middle
3017667023,124,12,1,omeprazole,OPZ,00012,Repeat,Gavage,29 day,300,mg/kg,Middle
3017667024,124,12,2,omeprazole,OPZ,00012,Repeat,Gavage,29 day,300,mg/kg,Middle
3017667025,124,12,4,omeprazole,OPZ,00012,Repeat,Gavage,29 day,300,mg/kg,Middle
3017699002,124,13,2,omeprazole,OPZ,00012,Repeat,Gavage,4 day,1000,mg/kg,High
3017699003,124,13,4,omeprazole,OPZ,00012,Repeat,Gavage,4 day,1000,mg/kg,High
3017699004,124,13,5,omeprazole,OPZ,00012,Repeat,Gavage,4 day,1000,mg/kg,High
3017699014,124,14,1,omeprazole,OPZ,00012,Repeat,Gavage,8 day,1000,mg/kg,High
3017699015,124,14,4,omeprazole,OPZ,00012,Repeat,Gavage,8 day,1000,mg/kg,High
3017699017,124,14,5,omeprazole,OPZ,00012,Repeat,Gavage,8 day,1000,mg/kg,High
3017667015,124,15,1,omeprazole,OPZ,00012,Repeat,Gavage,15 day,1000,mg/kg,High
3017667016,124,15,4,omeprazole,OPZ,00012,Repeat,Gavage,15 day,1000,mg/kg,High
3017667017,124,15,5,omeprazole,OPZ,00012,Repeat,Gavage,15 day,1000,mg/kg,High
3017667026,124,16,2,omeprazole,OPZ,00012,Repeat,Gavage,29 day,1000,mg/kg,High
3017667027,124,16,4,omeprazole,OPZ,00012,Repeat,Gavage,29 day,1000,mg/kg,High
3017667028,124,16,5,omeprazole,OPZ,00012,Repeat,Gavage,29 day,1000,mg/kg,High
3017669017,125,1,2,ethionine,ET,00013,Single,Gavage,3 hr,0,mg/kg,Control
3017669018,125,1,3,ethionine,ET,00013,Single,Gavage,3 hr,0,mg/kg,Control
3017669019,125,1,5,ethionine,ET,00013,Single,Gavage,3 hr,0,mg/kg,Control
3017669029,125,2,1,ethionine,ET,00013,Single,Gavage,6 hr,0,mg/kg,Control
3017669030,125,2,2,ethionine,ET,00013,Single,Gavage,6 hr,0,mg/kg,Control
3017670001,125,2,5,ethionine,ET,00013,Single,Gavage,6 hr,0,mg/kg,Control
3017671005,125,3,1,ethionine,ET,00013,Single,Gavage,9 hr,0,mg/kg,Control
3017671006,125,3,2,ethionine,ET,00013,Single,Gavage,9 hr,0,mg/kg,Control
3017671007,125,3,5,ethionine,ET,00013,Single,Gavage,9 hr,0,mg/kg,Control
3017671017,125,4,2,ethionine,ET,00013,Single,Gavage,24 hr,0,mg/kg,Control
3017671018,125,4,3,ethionine,ET,00013,Single,Gavage,24 hr,0,mg/kg,Control
3017671019,125,4,4,ethionine,ET,00013,Single,Gavage,24 hr,0,mg/kg,Control
3017669020,125,5,1,ethionine,ET,00013,Single,Gavage,3 hr,25,mg/kg,Low
3017669021,125,5,3,ethionine,ET,00013,Single,Gavage,3 hr,25,mg/kg,Low
3017669022,125,5,4,ethionine,ET,00013,Single,Gavage,3 hr,25,mg/kg,Low
3017670002,125,6,1,ethionine,ET,00013,Single,Gavage,6 hr,25,mg/kg,Low
3017698020,125,6,3,ethionine,ET,00013,Single,Gavage,6 hr,25,mg/kg,Low
3017670004,125,6,4,ethionine,ET,00013,Single,Gavage,6 hr,25,mg/kg,Low
3017671008,125,7,2,ethionine,ET,00013,Single,Gavage,9 hr,25,mg/kg,Low
3017671009,125,7,4,ethionine,ET,00013,Single,Gavage,9 hr,25,mg/kg,Low
3017671010,125,7,5,ethionine,ET,00013,Single,Gavage,9 hr,25,mg/kg,Low
3017671020,125,8,1,ethionine,ET,00013,Single,Gavage,24 hr,25,mg/kg,Low
3017671021,125,8,3,ethionine,ET,00013,Single,Gavage,24 hr,25,mg/kg,Low
3017671022,125,8,4,ethionine,ET,00013,Single,Gavage,24 hr,25,mg/kg,Low
3017669023,125,9,1,ethionine,ET,00013,Single,Gavage,3 hr,80,mg/kg,Middle
3017669024,125,9,2,ethionine,ET,00013,Single,Gavage,3 hr,80,mg/kg,Middle
3017669025,125,9,4,ethionine,ET,00013,Single,Gavage,3 hr,80,mg/kg,Middle
3017670005,125,10,2,ethionine,ET,00013,Single,Gavage,6 hr,80,mg/kg,Middle
3017670006,125,10,3,ethionine,ET,00013,Single,Gavage,6 hr,80,mg/kg,Middle
3017670007,125,10,4,ethionine,ET,00013,Single,Gavage,6 hr,80,mg/kg,Middle
3017671011,125,11,1,ethionine,ET,00013,Single,Gavage,9 hr,80,mg/kg,Middle
3017671012,125,11,4,ethionine,ET,00013,Single,Gavage,9 hr,80,mg/kg,Middle
3017671013,125,11,5,ethionine,ET,00013,Single,Gavage,9 hr,80,mg/kg,Middle
3017671023,125,12,1,ethionine,ET,00013,Single,Gavage,24 hr,80,mg/kg,Middle
3017671024,125,12,2,ethionine,ET,00013,Single,Gavage,24 hr,80,mg/kg,Middle
3017671025,125,12,3,ethionine,ET,00013,Single,Gavage,24 hr,80,mg/kg,Middle
3017669026,125,13,2,ethionine,ET,00013,Single,Gavage,3 hr,250,mg/kg,High
3017669027,125,13,3,ethionine,ET,00013,Single,Gavage,3 hr,250,mg/kg,High
3017669028,125,13,4,ethionine,ET,00013,Single,Gavage,3 hr,250,mg/kg,High
3017670008,125,14,1,ethionine,ET,00013,Single,Gavage,6 hr,250,mg/kg,High
3017670009,125,14,4,ethionine,ET,00013,Single,Gavage,6 hr,250,mg/kg,High
3017670010,125,14,5,ethionine,ET,00013,Single,Gavage,6 hr,250,mg/kg,High
3017671014,125,15,1,ethionine,ET,00013,Single,Gavage,9 hr,250,mg/kg,High
3017671015,125,15,2,ethionine,ET,00013,Single,Gavage,9 hr,250,mg/kg,High
3017671016,125,15,5,ethionine,ET,00013,Single,Gavage,9 hr,250,mg/kg,High
3017671026,125,16,1,ethionine,ET,00013,Single,Gavage,24 hr,250,mg/kg,High
3017671027,125,16,4,ethionine,ET,00013,Single,Gavage,24 hr,250,mg/kg,High
3017671028,125,16,5,ethionine,ET,00013,Single,Gavage,24 hr,250,mg/kg,High
3017655001,126,1,2,ethionine,ET,00013,Repeat,Gavage,4 day,0,mg/kg,Control
3017655002,126,1,4,ethionine,ET,00013,Repeat,Gavage,4 day,0,mg/kg,Control
3017655003,126,1,5,ethionine,ET,00013,Repeat,Gavage,4 day,0,mg/kg,Control
3017655013,126,2,1,ethionine,ET,00013,Repeat,Gavage,8 day,0,mg/kg,Control
3017655014,126,2,2,ethionine,ET,00013,Repeat,Gavage,8 day,0,mg/kg,Control
3017655015,126,2,4,ethionine,ET,00013,Repeat,Gavage,8 day,0,mg/kg,Control
3017656020,126,3,1,ethionine,ET,00013,Repeat,Gavage,15 day,0,mg/kg,Control
3017656021,126,3,2,ethionine,ET,00013,Repeat,Gavage,15 day,0,mg/kg,Control
3017656022,126,3,4,ethionine,ET,00013,Repeat,Gavage,15 day,0,mg/kg,Control
3017657002,126,4,1,ethionine,ET,00013,Repeat,Gavage,29 day,0,mg/kg,Control
3017657003,126,4,2,ethionine,ET,00013,Repeat,Gavage,29 day,0,mg/kg,Control
3017657004,126,4,5,ethionine,ET,00013,Repeat,Gavage,29 day,0,mg/kg,Control
3017655004,126,5,1,ethionine,ET,00013,Repeat,Gavage,4 day,25,mg/kg,Low
3017655005,126,5,4,ethionine,ET,00013,Repeat,Gavage,4 day,25,mg/kg,Low
3017655006,126,5,5,ethionine,ET,00013,Repeat,Gavage,4 day,25,mg/kg,Low
3017655016,126,6,2,ethionine,ET,00013,Repeat,Gavage,8 day,25,mg/kg,Low
3017655017,126,6,4,ethionine,ET,00013,Repeat,Gavage,8 day,25,mg/kg,Low
3017655018,126,6,5,ethionine,ET,00013,Repeat,Gavage,8 day,25,mg/kg,Low
3017656023,126,7,1,ethionine,ET,00013,Repeat,Gavage,15 day,25,mg/kg,Low
3017656024,126,7,2,ethionine,ET,00013,Repeat,Gavage,15 day,25,mg/kg,Low
3017656025,126,7,5,ethionine,ET,00013,Repeat,Gavage,15 day,25,mg/kg,Low
3017657005,126,8,1,ethionine,ET,00013,Repeat,Gavage,29 day,25,mg/kg,Low
3017657006,126,8,4,ethionine,ET,00013,Repeat,Gavage,29 day,25,mg/kg,Low
3017657007,126,8,5,ethionine,ET,00013,Repeat,Gavage,29 day,25,mg/kg,Low
3017655007,126,9,1,ethionine,ET,00013,Repeat,Gavage,4 day,80,mg/kg,Middle
3017655008,126,9,2,ethionine,ET,00013,Repeat,Gavage,4 day,80,mg/kg,Middle
3017655009,126,9,3,ethionine,ET,00013,Repeat,Gavage,4 day,80,mg/kg,Middle
3017655019,126,10,1,ethionine,ET,00013,Repeat,Gavage,8 day,80,mg/kg,Middle
3017655020,126,10,2,ethionine,ET,00013,Repeat,Gavage,8 day,80,mg/kg,Middle
3017655021,126,10,5,ethionine,ET,00013,Repeat,Gavage,8 day,80,mg/kg,Middle
3017656026,126,11,1,ethionine,ET,00013,Repeat,Gavage,15 day,80,mg/kg,Middle
3017656027,126,11,3,ethionine,ET,00013,Repeat,Gavage,15 day,80,mg/kg,Middle
3017656028,126,11,4,ethionine,ET,00013,Repeat,Gavage,15 day,80,mg/kg,Middle
3017657008,126,12,1,ethionine,ET,00013,Repeat,Gavage,29 day,80,mg/kg,Middle
3017657009,126,12,2,ethionine,ET,00013,Repeat,Gavage,29 day,80,mg/kg,Middle
3017657010,126,12,4,ethionine,ET,00013,Repeat,Gavage,29 day,80,mg/kg,Middle
3017655010,126,13,2,ethionine,ET,00013,Repeat,Gavage,4 day,250,mg/kg,High
3017655011,126,13,4,ethionine,ET,00013,Repeat,Gavage,4 day,250,mg/kg,High
3017655012,126,13,5,ethionine,ET,00013,Repeat,Gavage,4 day,250,mg/kg,High
3017655022,126,14,1,ethionine,ET,00013,Repeat,Gavage,8 day,250,mg/kg,High
3017655023,126,14,4,ethionine,ET,00013,Repeat,Gavage,8 day,250,mg/kg,High
3017655024,126,14,5,ethionine,ET,00013,Repeat,Gavage,8 day,250,mg/kg,High
3017656029,126,15,1,ethionine,ET,00013,Repeat,Gavage,15 day,250,mg/kg,High
3017656030,126,15,3,ethionine,ET,00013,Repeat,Gavage,15 day,250,mg/kg,High
3017657001,126,15,4,ethionine,ET,00013,Repeat,Gavage,15 day,250,mg/kg,High
3017657011,126,16,1,ethionine,ET,00013,Repeat,Gavage,29 day,250,mg/kg,High
3017657012,126,16,3,ethionine,ET,00013,Repeat,Gavage,29 day,250,mg/kg,High
3017657013,126,16,5,ethionine,ET,00013,Repeat,Gavage,29 day,250,mg/kg,High
3017717005,128,1,1,aspirin,ASA,00014,Repeat,Gavage,4 day,0,mg/kg,Control
3017717006,128,1,2,aspirin,ASA,00014,Repeat,Gavage,4 day,0,mg/kg,Control
3017717007,128,1,5,aspirin,ASA,00014,Repeat,Gavage,4 day,0,mg/kg,Control
3017717017,128,2,1,aspirin,ASA,00014,Repeat,Gavage,8 day,0,mg/kg,Control
3017717018,128,2,2,aspirin,ASA,00014,Repeat,Gavage,8 day,0,mg/kg,Control
3017717019,128,2,4,aspirin,ASA,00014,Repeat,Gavage,8 day,0,mg/kg,Control
3017716011,128,3,1,aspirin,ASA,00014,Repeat,Gavage,15 day,0,mg/kg,Control
3017716012,128,3,4,aspirin,ASA,00014,Repeat,Gavage,15 day,0,mg/kg,Control
3017716013,128,3,5,aspirin,ASA,00014,Repeat,Gavage,15 day,0,mg/kg,Control
3017716023,128,4,2,aspirin,ASA,00014,Repeat,Gavage,29 day,0,mg/kg,Control
3017716024,128,4,3,aspirin,ASA,00014,Repeat,Gavage,29 day,0,mg/kg,Control
3017716025,128,4,5,aspirin,ASA,00014,Repeat,Gavage,29 day,0,mg/kg,Control
3017717008,128,5,2,aspirin,ASA,00014,Repeat,Gavage,4 day,45,mg/kg,Low
3017717009,128,5,4,aspirin,ASA,00014,Repeat,Gavage,4 day,45,mg/kg,Low
3017717010,128,5,5,aspirin,ASA,00014,Repeat,Gavage,4 day,45,mg/kg,Low
3017717020,128,6,2,aspirin,ASA,00014,Repeat,Gavage,8 day,45,mg/kg,Low
3017717021,128,6,3,aspirin,ASA,00014,Repeat,Gavage,8 day,45,mg/kg,Low
3017717022,128,6,5,aspirin,ASA,00014,Repeat,Gavage,8 day,45,mg/kg,Low
3017716014,128,7,1,aspirin,ASA,00014,Repeat,Gavage,15 day,45,mg/kg,Low
3017716015,128,7,2,aspirin,ASA,00014,Repeat,Gavage,15 day,45,mg/kg,Low
3017716016,128,7,4,aspirin,ASA,00014,Repeat,Gavage,15 day,45,mg/kg,Low
3017716026,128,8,2,aspirin,ASA,00014,Repeat,Gavage,29 day,45,mg/kg,Low
3017716027,128,8,4,aspirin,ASA,00014,Repeat,Gavage,29 day,45,mg/kg,Low
3017716028,128,8,5,aspirin,ASA,00014,Repeat,Gavage,29 day,45,mg/kg,Low
3017717011,128,9,1,aspirin,ASA,00014,Repeat,Gavage,4 day,150,mg/kg,Middle
3017717012,128,9,2,aspirin,ASA,00014,Repeat,Gavage,4 day,150,mg/kg,Middle
3017717013,128,9,5,aspirin,ASA,00014,Repeat,Gavage,4 day,150,mg/kg,Middle
3017717023,128,10,1,aspirin,ASA,00014,Repeat,Gavage,8 day,150,mg/kg,Middle
3017717024,128,10,3,aspirin,ASA,00014,Repeat,Gavage,8 day,150,mg/kg,Middle
3017717025,128,10,5,aspirin,ASA,00014,Repeat,Gavage,8 day,150,mg/kg,Middle
3017716017,128,11,2,aspirin,ASA,00014,Repeat,Gavage,15 day,150,mg/kg,Middle
3017716018,128,11,3,aspirin,ASA,00014,Repeat,Gavage,15 day,150,mg/kg,Middle
3017716019,128,11,4,aspirin,ASA,00014,Repeat,Gavage,15 day,150,mg/kg,Middle
3017716029,128,12,1,aspirin,ASA,00014,Repeat,Gavage,29 day,150,mg/kg,Middle
3017716030,128,12,2,aspirin,ASA,00014,Repeat,Gavage,29 day,150,mg/kg,Middle
3017717001,128,12,4,aspirin,ASA,00014,Repeat,Gavage,29 day,150,mg/kg,Middle
3017717014,128,13,3,aspirin,ASA,00014,Repeat,Gavage,4 day,450,mg/kg,High
3017717015,128,13,4,aspirin,ASA,00014,Repeat,Gavage,4 day,450,mg/kg,High
3017717016,128,13,5,aspirin,ASA,00014,Repeat,Gavage,4 day,450,mg/kg,High
3017717026,128,14,1,aspirin,ASA,00014,Repeat,Gavage,8 day,450,mg/kg,High
3017717027,128,14,2,aspirin,ASA,00014,Repeat,Gavage,8 day,450,mg/kg,High
3017717028,128,14,5,aspirin,ASA,00014,Repeat,Gavage,8 day,450,mg/kg,High
3017716020,128,15,1,aspirin,ASA,00014,Repeat,Gavage,15 day,450,mg/kg,High
3017716021,128,15,2,aspirin,ASA,00014,Repeat,Gavage,15 day,450,mg/kg,High
3017716022,128,15,5,aspirin,ASA,00014,Repeat,Gavage,15 day,450,mg/kg,High
3017717002,128,16,1,aspirin,ASA,00014,Repeat,Gavage,29 day,450,mg/kg,High
3017717003,128,16,2,aspirin,ASA,00014,Repeat,Gavage,29 day,450,mg/kg,High
3017717004,128,16,3,aspirin,ASA,00014,Repeat,Gavage,29 day,450,mg/kg,High
3017676023,146,1,2,carbamazepine,CBZ,00018,Single,Gavage,3 hr,0,mg/kg,Control
3017676024,146,1,3,carbamazepine,CBZ,00018,Single,Gavage,3 hr,0,mg/kg,Control
3017676025,146,1,4,carbamazepine,CBZ,00018,Single,Gavage,3 hr,0,mg/kg,Control
3017677004,146,2,2,carbamazepine,CBZ,00018,Single,Gavage,6 hr,0,mg/kg,Control
3017677005,146,2,3,carbamazepine,CBZ,00018,Single,Gavage,6 hr,0,mg/kg,Control
3017677006,146,2,4,carbamazepine,CBZ,00018,Single,Gavage,6 hr,0,mg/kg,Control
3017677017,146,3,1,carbamazepine,CBZ,00018,Single,Gavage,9 hr,0,mg/kg,Control
3017677018,146,3,2,carbamazepine,CBZ,00018,Single,Gavage,9 hr,0,mg/kg,Control
3017677019,146,3,3,carbamazepine,CBZ,00018,Single,Gavage,9 hr,0,mg/kg,Control
3017677029,146,4,1,carbamazepine,CBZ,00018,Single,Gavage,24 hr,0,mg/kg,Control
3017677030,146,4,2,carbamazepine,CBZ,00018,Single,Gavage,24 hr,0,mg/kg,Control
3017678001,146,4,3,carbamazepine,CBZ,00018,Single,Gavage,24 hr,0,mg/kg,Control
3017698022,146,5,3,carbamazepine,CBZ,00018,Single,Gavage,3 hr,30,mg/kg,Low
3017676026,146,5,4,carbamazepine,CBZ,00018,Single,Gavage,3 hr,30,mg/kg,Low
3017676027,146,5,5,carbamazepine,CBZ,00018,Single,Gavage,3 hr,30,mg/kg,Low
3017677007,146,6,1,carbamazepine,CBZ,00018,Single,Gavage,6 hr,30,mg/kg,Low
3017677008,146,6,3,carbamazepine,CBZ,00018,Single,Gavage,6 hr,30,mg/kg,Low
3017677009,146,6,5,carbamazepine,CBZ,00018,Single,Gavage,6 hr,30,mg/kg,Low
3017677020,146,7,2,carbamazepine,CBZ,00018,Single,Gavage,9 hr,30,mg/kg,Low
3017677021,146,7,3,carbamazepine,CBZ,00018,Single,Gavage,9 hr,30,mg/kg,Low
3017677022,146,7,4,carbamazepine,CBZ,00018,Single,Gavage,9 hr,30,mg/kg,Low
3017678002,146,8,1,carbamazepine,CBZ,00018,Single,Gavage,24 hr,30,mg/kg,Low
3017678003,146,8,3,carbamazepine,CBZ,00018,Single,Gavage,24 hr,30,mg/kg,Low
3017678004,146,8,5,carbamazepine,CBZ,00018,Single,Gavage,24 hr,30,mg/kg,Low
3017676028,146,9,2,carbamazepine,CBZ,00018,Single,Gavage,3 hr,100,mg/kg,Middle
3017676029,146,9,3,carbamazepine,CBZ,00018,Single,Gavage,3 hr,100,mg/kg,Middle
3017676030,146,9,5,carbamazepine,CBZ,00018,Single,Gavage,3 hr,100,mg/kg,Middle
3017677010,146,10,1,carbamazepine,CBZ,00018,Single,Gavage,6 hr,100,mg/kg,Middle
3017677011,146,10,2,carbamazepine,CBZ,00018,Single,Gavage,6 hr,100,mg/kg,Middle
3017677012,146,10,5,carbamazepine,CBZ,00018,Single,Gavage,6 hr,100,mg/kg,Middle
3017677023,146,11,1,carbamazepine,CBZ,00018,Single,Gavage,9 hr,100,mg/kg,Middle
3017677024,146,11,4,carbamazepine,CBZ,00018,Single,Gavage,9 hr,100,mg/kg,Middle
3017677025,146,11,5,carbamazepine,CBZ,00018,Single,Gavage,9 hr,100,mg/kg,Middle
3017678005,146,12,2,carbamazepine,CBZ,00018,Single,Gavage,24 hr,100,mg/kg,Middle
3017678006,146,12,3,carbamazepine,CBZ,00018,Single,Gavage,24 hr,100,mg/kg,Middle
3017678007,146,12,4,carbamazepine,CBZ,00018,Single,Gavage,24 hr,100,mg/kg,Middle
3017677001,146,13,3,carbamazepine,CBZ,00018,Single,Gavage,3 hr,300,mg/kg,High
3017677002,146,13,4,carbamazepine,CBZ,00018,Single,Gavage,3 hr,300,mg/kg,High
3017677003,146,13,5,carbamazepine,CBZ,00018,Single,Gavage,3 hr,300,mg/kg,High
3017677013,146,14,1,carbamazepine,CBZ,00018,Single,Gavage,6 hr,300,mg/kg,High
3017677014,146,14,2,carbamazepine,CBZ,00018,Single,Gavage,6 hr,300,mg/kg,High
3017677015,146,14,3,carbamazepine,CBZ,00018,Single,Gavage,6 hr,300,mg/kg,High
3017677026,146,15,1,carbamazepine,CBZ,00018,Single,Gavage,9 hr,300,mg/kg,High
3017677027,146,15,2,carbamazepine,CBZ,00018,Single,Gavage,9 hr,300,mg/kg,High
3017677028,146,15,4,carbamazepine,CBZ,00018,Single,Gavage,9 hr,300,mg/kg,High
3017678008,146,16,1,carbamazepine,CBZ,00018,Single,Gavage,24 hr,300,mg/kg,High
3017678009,146,16,2,carbamazepine,CBZ,00018,Single,Gavage,24 hr,300,mg/kg,High
3017678010,146,16,5,carbamazepine,CBZ,00018,Single,Gavage,24 hr,300,mg/kg,High
3017730019,147,1,1,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,0,mg/kg,Control
3017730020,147,1,2,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,0,mg/kg,Control
3017730021,147,1,4,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,0,mg/kg,Control
3017731001,147,2,1,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,0,mg/kg,Control
3017731002,147,2,3,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,0,mg/kg,Control
3017731003,147,2,4,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,0,mg/kg,Control
3017731013,147,3,1,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,0,mg/kg,Control
3017731014,147,3,2,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,0,mg/kg,Control
3017731015,147,3,4,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,0,mg/kg,Control
3017731025,147,4,3,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,0,mg/kg,Control
3017731026,147,4,4,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,0,mg/kg,Control
3017731027,147,4,5,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,0,mg/kg,Control
3017730022,147,5,1,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,30,mg/kg,Low
3017730023,147,5,3,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,30,mg/kg,Low
3017730024,147,5,5,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,30,mg/kg,Low
3017731004,147,6,2,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,30,mg/kg,Low
3017731005,147,6,3,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,30,mg/kg,Low
3017731006,147,6,5,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,30,mg/kg,Low
3017731016,147,7,1,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,30,mg/kg,Low
3017731017,147,7,2,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,30,mg/kg,Low
3017731018,147,7,5,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,30,mg/kg,Low
3017731028,147,8,1,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,30,mg/kg,Low
3017731029,147,8,2,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,30,mg/kg,Low
3017731030,147,8,5,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,30,mg/kg,Low
3017730025,147,9,1,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,100,mg/kg,Middle
3017730026,147,9,3,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,100,mg/kg,Middle
3017730027,147,9,4,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,100,mg/kg,Middle
3017731007,147,10,2,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,100,mg/kg,Middle
3017731008,147,10,3,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,100,mg/kg,Middle
3017731009,147,10,4,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,100,mg/kg,Middle
3017731019,147,11,3,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,100,mg/kg,Middle
3017731020,147,11,4,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,100,mg/kg,Middle
3017731021,147,11,5,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,100,mg/kg,Middle
3017732001,147,12,2,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,100,mg/kg,Middle
3017732002,147,12,3,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,100,mg/kg,Middle
3017732003,147,12,4,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,100,mg/kg,Middle
3017730028,147,13,2,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,300,mg/kg,High
3017730029,147,13,4,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,300,mg/kg,High
3017730030,147,13,5,carbamazepine,CBZ,00018,Repeat,Gavage,4 day,300,mg/kg,High
3017731010,147,14,2,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,300,mg/kg,High
3017731011,147,14,4,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,300,mg/kg,High
3017731012,147,14,5,carbamazepine,CBZ,00018,Repeat,Gavage,8 day,300,mg/kg,High
3017731022,147,15,2,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,300,mg/kg,High
3017731023,147,15,3,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,300,mg/kg,High
3017731024,147,15,4,carbamazepine,CBZ,00018,Repeat,Gavage,15 day,300,mg/kg,High
3017732004,147,16,3,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,300,mg/kg,High
3017732005,147,16,4,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,300,mg/kg,High
3017732006,147,16,5,carbamazepine,CBZ,00018,Repeat,Gavage,29 day,300,mg/kg,High
3017721005,149,1,3,diclofenac,DFNa,00019,Repeat,Gavage,4 day,0,mg/kg,Control
3017721006,149,1,4,diclofenac,DFNa,00019,Repeat,Gavage,4 day,0,mg/kg,Control
3017721007,149,1,5,diclofenac,DFNa,00019,Repeat,Gavage,4 day,0,mg/kg,Control
3017721017,149,2,1,diclofenac,DFNa,00019,Repeat,Gavage,8 day,0,mg/kg,Control
3017721018,149,2,4,diclofenac,DFNa,00019,Repeat,Gavage,8 day,0,mg/kg,Control
3017721019,149,2,5,diclofenac,DFNa,00019,Repeat,Gavage,8 day,0,mg/kg,Control
3017721029,149,3,2,diclofenac,DFNa,00019,Repeat,Gavage,15 day,0,mg/kg,Control
3017721030,149,3,3,diclofenac,DFNa,00019,Repeat,Gavage,15 day,0,mg/kg,Control
3017722001,149,3,4,diclofenac,DFNa,00019,Repeat,Gavage,15 day,0,mg/kg,Control
3017722011,149,4,2,diclofenac,DFNa,00019,Repeat,Gavage,29 day,0,mg/kg,Control
3017722012,149,4,4,diclofenac,DFNa,00019,Repeat,Gavage,29 day,0,mg/kg,Control
3017722013,149,4,5,diclofenac,DFNa,00019,Repeat,Gavage,29 day,0,mg/kg,Control
3017721008,149,5,1,diclofenac,DFNa,00019,Repeat,Gavage,4 day,1,mg/kg,Low
3017721009,149,5,2,diclofenac,DFNa,00019,Repeat,Gavage,4 day,1,mg/kg,Low
3017721010,149,5,4,diclofenac,DFNa,00019,Repeat,Gavage,4 day,1,mg/kg,Low
3017721020,149,6,1,diclofenac,DFNa,00019,Repeat,Gavage,8 day,1,mg/kg,Low
3017721021,149,6,3,diclofenac,DFNa,00019,Repeat,Gavage,8 day,1,mg/kg,Low
3017721022,149,6,4,diclofenac,DFNa,00019,Repeat,Gavage,8 day,1,mg/kg,Low
